Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
The Colony Public Library,"62,400",10-01-2022,09/30/2023,The Colony,(972) 625-1900,"$10,90,081.00","$48,028.00","$77,488.00","$8,500.00","$8,500.00",Y,Y,"65,666","2,971","40,957","22,200","1,38,339","51,919","25,742","38,113","30,775","1,30,202",Y,26,"6,517","37,899","2,331",49
Depot Public Library,"1,550",09-01-2022,08/31/2023,Throckmorton,(940) 849-3076,"$7,737.00",$50.00,$0.00,$0.00,"$47,792.00",Y,Y,"10,635",0,0,0,"10,666","1,500",302,850,0,"1,000",Y,7,800,0,"1,196",52
Timpson Public Library,"3,551",01-01-2023,12/31/2023,Timpson,(936) 254-2966,$0.00,"$1,194.00",$0.00,"$14,000.00","$14,000.00",Y,Y,"16,907",0,"15,037","4,292","37,710","6,218","2,969","1,155",76,"1,468",Y,10,616,0,"1,620",52
Cameron-J Jarvis Troup Municipal Library,"2,079",10-01-2022,09/30/2023,Troup,(903) 842-3101,"$57,178.00","$5,611.00","$1,500.00",$0.00,$0.00,Y,Y,"11,581",0,"47,343","13,035","73,087","5,849","1,975","10,583",98,"13,329",Y,6,777,"5,126",980,49
Swisher County Library,"6,881",10-01-2022,09/30/2023,Tulia,(806) 995-3447,"$95,298.00","$10,465.00",$318.00,$0.00,$0.00,Y,Y,"12,114",799,"6,738","2,293","22,177","8,842","2,297","4,665",648,"7,872",Y,17,711,"7,962","2,114",52
Tyler Public Library,"1,09,286",10-01-2022,09/30/2023,Tyler,(903) 593-7323,"$14,47,544.00","$81,169.00","$40,060.00",$0.00,$0.00,Y,Y,"1,88,598","7,075","81,110","72,375","3,83,771","1,36,519","21,777","80,937","57,649","2,68,583",Y,35,"17,287",0,"2,702",52
Universal City Public Library,"19,990",10-01-2022,09/30/2023,Universal City,(210) 659-7048,"$2,32,249.00","$26,788.00","$9,688.00",$0.00,$0.00,Y,Y,"20,316","1,090","15,037","4,292","43,183","50,596","16,211","9,979",247,"31,742",Y,13,"1,188",0,"1,956",49
University Park Public Library,"25,032",10-01-2022,09/30/2023,University Park,(214) 363-9095,"$5,54,873.00","$38,264.00","$45,060.00",$0.00,$0.00,Y,Y,"56,793",420,"38,988","10,882","1,09,867","45,156","4,822","18,605","19,464","1,25,014",Y,7,"1,244",0,"2,230",52
Utopia Memorial Library,"2,803",10-01-2022,09/30/2023,Utopia,(830) 966-3448,$0.00,"$3,170.00",$0.00,$0.00,$0.00,Y,Y,"16,344",440,0,0,"17,935","1,928","1,097","1,920",0,"2,071",Y,5,580,0,"1,002",46
El Progreso Memorial Library,"20,461",07-01-2022,06/30/2023,Uvalde,(830) 278-2017,"$3,27,303.00","$13,156.00","$3,974.00",$0.00,"$1,40,000.00",Y,Y,"72,368","1,156","30,713","5,695","1,12,021","20,964","20,898","8,274","2,280","19,574",Y,16,"4,200",0,"2,300",51
Valley Mills Public Library,"1,282",10-01-2022,09/30/2023,Valley Mills,(254) 932-6370,"$15,136.00",$475.00,"$1,500.00",$0.00,$0.00,Y,Y,"12,085",58,"26,631","8,730","48,218","4,760",329,"6,006",4,"13,382",Y,4,0,0,"1,325",51
Van Alstyne Public Library,"9,226",10-01-2022,09/30/2023,Van Alstyne,(903) 482-5991,"$2,81,497.00","$7,750.00","$2,000.00",$0.00,$0.00,Y,Y,"16,845",243,"47,345","13,035","78,171","20,027","2,689","9,873","2,962","28,877",Y,5,"1,273","7,646","1,823",52
Van Horn City County Library,"2,155",04-01-2022,03/31/2023,Van Horn,(432) 283-2855,"$1,24,150.00","$2,961.00",$0.00,$0.00,$0.00,Y,Y,"17,901",446,0,0,"18,542","6,503",241,75,0,400,Y,6,474,0,"1,904",46
Oldham County Public Library,"1,752",10-01-2022,09/30/2023,Vega,(806) 267-2635,"$6,920.00","$1,807.00",$0.00,$0.00,$0.00,Y,Y,"10,575",329,"5,618","1,782","18,324","1,950","1,263",632,183,"1,583",Y,2,41,"3,235",922,43
Joe A Hall High School and Community Library,"12,507",01-01-2023,12/31/2023,Venus,(972) 366-8353,"$1,08,679.00","$8,575.00","$2,000.00",$0.00,$0.00,Y,Y,"15,268",0,"32,839","9,213","58,342","2,788","1,818",159,773,"2,643",Y,27,0,0,"1,328",42
Carnegie City-County Library,"12,491",10-01-2022,09/30/2023,Vernon,(940) 552-2462,"$92,808.00","$6,325.00",$0.00,$0.00,"$26,200.00",Y,Y,"32,592","2,032","15,037","4,292","54,590","11,700","8,427","11,764",478,"15,644",Y,9,"5,000",0,"1,716",52
Victoria Public Library,"91,065",10-01-2022,09/30/2023,Victoria,(361) 485-3301,"$13,89,360.00","$1,27,715.00","$1,27,613.00",$0.00,"$41,675.00",Y,Y,"70,400","6,061","2,37,139","1,09,388","4,38,644","1,40,238","37,718","1,98,596","46,602","3,74,500",Y,41,"18,792","68,139","2,705",52
Vidor Public Library,"9,678",10-01-2022,09/30/2023,Vidor,(409) 769-7148,"$1,64,615.00","$18,781.00","$3,000.00",$0.00,$0.00,Y,Y,"32,131",469,"39,583","8,041","82,920","5,625","2,118","9,667","4,285","24,615",Y,4,852,657,"2,232",50
Waco-McLennan County Library,"2,23,100",10-01-2022,09/30/2023,Waco,(254) 750-5941,"$29,74,249.00","$5,68,081.00","$97,293.00",$0.00,$0.00,Y,Y,"3,19,880","15,163","1,80,845","93,966","6,32,204","2,81,547","63,902","2,86,200","1,06,818","7,12,394",Y,131,"68,399","2,94,914","2,991",52
Austin County Library System,"15,473",10-01-2022,09/30/2023,Wallis,(979) 478-6813,"$1,04,344.00","$8,766.00",$0.00,$0.00,$0.00,Y,Y,"31,237",550,0,0,"35,174","11,188","4,338","6,861",0,"13,536",Y,10,742,0,"1,872",52
Waskom Public Library,"5,107",01-01-2023,12/31/2023,Waskom,(903) 687-3041,"$23,049.00","$3,854.00",$0.00,$0.00,$0.00,Y,Y,"11,372",698,"15,037","4,292","31,824","2,771","3,099","2,067",0,"2,685",Y,5,233,"14,695","1,233",52
Watauga Public Library,"23,050",10-01-2022,09/30/2023,Watauga,(817) 514-5855,"$7,44,719.00","$97,092.00","$48,166.00",$0.00,$0.00,Y,Y,"85,775","7,373","25,824","13,889","1,52,901","79,813","9,025","57,720","7,253","1,66,086",Y,20,"4,230","23,386","2,182",52
Nicholas P Sims Library & Lyceum,"45,476",10-01-2022,09/30/2023,Waxahachie,(972) 937-2671,"$8,59,866.00","$38,529.00","$35,369.00",$0.00,$0.00,Y,Y,"54,685","3,456","32,707","8,820","1,04,406","79,365","15,758","39,062","21,307","1,70,969",Y,30,"4,756","45,584","1,953",50
Weatherford Public Library,"63,841",10-01-2022,09/30/2023,Weatherford,(817) 598-4150,"$8,11,457.00","$1,23,846.00","$26,109.00",$0.00,$0.00,Y,Y,"86,607","2,467","20,788","14,112","1,31,070","69,463","13,613","1,37,224","24,471","3,44,104",Y,10,"4,069",0,"2,406",52
Weimar Public Library,"3,251",10-01-2022,09/30/2023,Weimar,(979) 725-6608,"$85,896.00","$7,136.00","$1,500.00",$0.00,$0.00,Y,Y,"13,906",474,968,416,"17,616","8,360","1,630","4,590","1,384","8,284",Y,6,463,0,"1,654",52
Collingsworth Public Library,"2,568",09-01-2022,08/31/2023,Wellington,(806) 447-3183,"$1,29,883.00","$18,123.00","$7,362.00",$0.00,$0.00,Y,Y,"23,828","1,098","20,680","6,074","53,590","22,379","1,293","7,452",252,"10,480",Y,5,576,"4,682","2,250",50
Rube Sessions Memorial Library,880,01-01-2023,12/31/2023,Wells,(936) 867-4757,"$31,769.00",$754.00,$0.00,$0.00,$0.00,Y,Y,"12,554",37,0,0,"13,026","1,937","2,024","1,725",0,"2,198",Y,12,337,0,"1,536",40
Mayor Joe V Sanchez Public Library,"64,841",10-01-2022,09/30/2023,Weslaco,(956) 968-4533,"$5,98,485.00","$26,301.00","$4,448.00",$0.00,$0.00,Y,Y,"92,873","2,352","1,74,377","90,112","3,68,214","2,42,635","45,338","12,306","6,736","42,092",Y,60,"27,557",0,"3,450",52
West Public Library,"3,990",01-01-2023,12/31/2023,West,(254) 826-3070,"$19,875.00","$3,481.00",$0.00,$0.00,$0.00,Y,Y,"29,148",108,0,0,"29,566","14,000","3,808","6,262",0,"7,312",Y,6,523,0,993,52
Tawakoni Area Public Library,"4,659",01-01-2023,12/31/2023,West Tawakoni,(903) 447-3445,"$15,299.00",$313.00,"$1,500.00",$0.00,$0.00,Y,Y,"16,130",262,"31,059","6,195","55,392","4,518","3,234","10,570","1,760","13,476",Y,8,706,0,"1,116",51
Wharton County Library,"41,824",01-01-2023,12/31/2023,Wharton,(979) 532-8080,"$9,06,087.00","$58,487.00","$17,123.00",$0.00,"$1,46,838.00",Y,Y,"1,19,632","2,995","44,132","23,521","1,94,803","1,64,294","15,299","45,043","12,870","1,24,620",Y,39,"9,732","21,552","2,559",52
White Oak School Community Library,"8,203",09-01-2022,08/31/2023,White Oak,(903) 291-2052,"$97,875.00","$17,110.00","$1,500.00",$0.00,$0.00,Y,Y,"11,461",256,"33,111","8,888","54,016","2,118","3,295","3,285",301,"4,625",Y,2,215,0,665,45
White Settlement Public Library,"18,046",10-01-2022,09/30/2023,White Settlement,(817) 367-0166,"$2,35,444.00","$40,424.00","$3,000.00",$0.00,$0.00,Y,Y,"53,833",896,"20,697","13,882","94,572","44,363","7,087","20,638","5,481","64,734",Y,11,"3,059","8,332","1,720",51
Whitehouse Community Library,"9,154",10-01-2022,09/30/2023,Whitehouse,(903) 839-2949,"$39,393.00","$4,602.00","$1,500.00",$0.00,$0.00,Y,Y,"27,636",450,"47,343","13,035","90,769","18,677","3,866","14,606","7,552","54,383",Y,8,"1,360",0,"1,674",48
Whitesboro Public Library,"6,449",10-01-2022,09/30/2023,Whitesboro,(903) 564-5432,"$1,68,052.00","$16,545.00","$1,500.00",$0.00,$0.00,Y,Y,"33,033","1,443","15,626","4,292","57,316","30,153","16,290","21,787",856,"31,628",Y,10,"1,877",0,"2,564",50
Whitewright Public Library,"2,718",10-01-2022,09/30/2023,Whitewright,(903) 364-2955,"$63,787.00","$5,494.00","$1,000.00",$0.00,$0.00,Y,Y,"12,855",779,"50,738","11,524","78,219","6,865","2,083","6,109","3,882","17,883",Y,5,902,"1,785","1,674",52
Lake Whitney Library,"2,063",10-01-2022,09/30/2023,Whitney,(254) 694-4639,"$43,459.00","$2,950.00",$215.00,$0.00,$0.00,Y,Y,"21,500",325,"15,557","4,417","42,314","11,548","11,585","15,855",345,"18,095",Y,22,"1,022","10,520","1,525",52
Wichita Falls Public Library,"1,02,662",10-01-2022,09/30/2023,Wichita Falls,(940) 767-0868,"$10,37,414.00","$1,31,385.00","$1,31,466.00",$0.00,$0.00,Y,Y,"1,28,020","7,919","32,843","24,099","2,70,937","1,12,491","29,698","1,44,393","49,574","2,83,514",Y,21,"23,081","1,04,282","2,718",52
Gilliam Memorial Public Library,"5,833",10-01-2022,09/30/2023,Wilmer,(972) 441-3335,"$1,03,614.00","$12,766.00","$2,500.00",$0.00,$0.00,Y,Y,"9,046",44,"34,335","28,178","72,502","5,164","1,566",909,27,"2,705",Y,8,728,"1,200","1,960",57
Wimberley Village Library,"23,027",01-01-2023,12/31/2023,Wimberley,(512) 847-2188,"$4,48,201.00","$54,762.00","$16,515.00",$0.00,"$10,19,005.00",Y,Y,"33,744",608,"38,813","10,877","87,460","92,736","7,507","53,066","19,240","1,23,209",Y,10,"9,299",0,"2,704",52
Winters Public Library,"3,178",01-01-2023,12/31/2023,Winters,(325) 754-4251,"$13,685.00","$1,967.00",$0.00,$0.00,"$15,000.00",Y,Y,"9,560",245,0,0,"10,105","1,664","2,386","1,342",0,"2,056",Y,8,377,0,"1,134",51
Wolfe City Public Library,"3,359",01-01-2023,12/31/2023,Wolfe City,(903) 496-7311,"$16,098.00","$1,490.00",$0.00,$0.00,$0.00,Y,Y,"17,684",175,0,0,"18,282","2,873","3,364",803,0,"1,850",Y,8,202,555,"1,871",52
City of Wolfforth Library,"7,402",10-01-2022,09/30/2023,Wolfforth,(806) 855-4150,"$2,30,430.00","$16,890.00","$3,265.00","$89,976.00","$89,976.00",Y,Y,"19,209",182,"33,586","8,889","62,937","24,684","9,891","6,886","7,705","43,395",Y,15,"2,315",0,"2,905",52
Allan Shivers Library & Museum,"20,030",01-01-2023,12/31/2023,Woodville,(409) 283-3709,"$1,36,582.00","$15,801.00","$3,984.00",$0.00,$0.00,Y,Y,"23,643",609,"17,995","2,395","47,119","31,508","2,599","6,496","2,931","13,176",Y,15,"2,251",0,"2,200",44
Rita & Truett Smith Public Library,"60,943",10-01-2022,09/30/2023,Wylie,(972) 516-6250,"$18,14,562.00","$1,43,869.00","$1,08,255.00",$0.00,$0.00,Y,Y,"1,10,848","4,695","8,68,082","6,19,724","17,15,286","1,94,588","60,609","1,33,519","74,325","6,76,693",Y,47,"10,386","1,21,719","2,649",52
Carl & Mary Welhausen Library,"5,891",10-01-2022,09/30/2023,Yoakum,(361) 293-5001,"$1,81,916.00","$15,736.00","$3,370.00",$0.00,$0.00,Y,Y,"13,540",633,"40,679","14,007","70,978","18,881","2,156","11,547","1,356","21,161",Y,8,"1,150",0,"2,256",52
Yorktown Public Library,"1,789",10-01-2022,09/30/2023,Yorktown,(361) 564-3232,"$34,452.00","$4,144.00",$814.00,$0.00,$0.00,Y,Y,"17,734",376,"23,212","5,251","49,071","6,003","1,051","6,922",486,"9,731",Y,3,387,0,"1,340",51
Olga V Figueroa Zapata County Public Library,"13,849",01-01-2023,12/31/2023,Zapata,(956) 765-5351,"$1,20,366.00","$1,583.00",$0.00,$0.00,$0.00,Y,Y,"38,473",997,0,0,"39,525","9,001","12,751","20,844",0,"26,339",Y,28,"3,808",0,"1,920",40
