Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
McMullen Memorial Library,"8,283",09-01-2019,08/31/2020,Huntington,9368764516,"$80,000","$36,000",$0,$0,"$204,800",Yes,Yes,"37,250",0,0,0,"37,835","13,000","7,725","61,000",0,"98,000",Yes,6,"5,200",0,"1,536",42
Depot Public Library,"1,501",09-01-2019,08/31/2020,Throckmorton,9408493076,"$9,237",$235,$0,"$2,000","$19,987",Yes,Yes,"9,980",0,0,0,"10,405","4,265",585,"3,000",0,"3,329",Yes,5,"1,025",0,"1,248",52
Dilley Public Library,"4,489",10-01-2019,09/30/2020,Dilley,8309651951,"$95,620","$5,500","$1,500","$153,570","$154,817",Yes,Yes,"13,077",142,"1,500",0,"14,879","1,910","1,795","1,885",50,"3,500",Yes,14,890,0,"1,631",36
Moody Community Library,"2,197",01-01-2020,12/31/2020,Moody,2548532004,"$8,298",$975,$0,"$9,000","$22,905",Yes,Yes,"11,491",114,0,0,"12,837","1,750",762,"1,170",0,"1,833",Yes,5,350,0,"1,248",52
Hidalgo Public Library,"21,626",10-01-2019,09/30/2020,Hidalgo,9568432093,"$220,095","$3,000","$3,950","$261,120","$275,983",Yes,Yes,"26,601",156,"12,170","9,620","48,893","22,652","10,951","8,003","1,607","15,572",Yes,140,"7,250",0,"2,000",50
Naples Public Library,"1,313",01-01-2020,12/31/2020,Naples,9038972964,"$13,241",$592,$0,"$12,485","$18,147",Yes,Yes,"12,666",0,0,0,"14,263","1,473","1,613",951,0,"1,389",Yes,6,235,0,"1,025",41
Wells Branch Community Library,"14,915",01-01-2020,12/31/2020,Austin-Wells Branch,5129893188,"$540,091","$52,745","$44,515","$1,366,738","$1,384,180",Yes,Yes,"43,340","2,438","26,953","11,809","92,923","20,022","7,458","27,060","16,596","85,613",Yes,15,"3,242","34,534",651,11
Lakehills Area Library,"7,651",01-01-2020,12/31/2020,Lakehills,8305102777,"$66,735","$6,894","$1,107",$0,"$146,680",Yes,Yes,"14,941",597,"22,610","3,872","43,809",0,"6,423","21,236","2,952","33,067",Yes,17,"1,294",0,"1,437",37
Noonday Community Library,722,01-01-2020,12/31/2020,Noonday-Tyler,9039390540,"$10,710","$1,766",$0,"$12,810","$12,810",Yes,Yes,"11,967",244,0,0,"12,663","2,150",759,"1,775",0,"2,970",Yes,5,550,0,960,45
Little Elm Public Library,"71,304",10-01-2019,09/30/2020,Little Elm,2149750430,"$405,627","$12,808","$28,141","$562,146","$620,202",Yes,Yes,"36,233","2,913","32,432",453,"92,836","43,402","14,410","24,710","24,635","93,718",Yes,45,"5,040","57,332","1,383",22
Lone Oak Area Public Library,"1,584",10-01-2019,09/30/2020,Lone Oak,9036624565,$0,"$11,250","$5,778","$2,500","$43,655",Yes,Yes,"16,575",389,"28,419","5,795","53,710","6,875","2,708","16,805","4,327","28,143",Yes,10,464,0,736,41
Meridian Public Library,"1,515",01-01-2020,12/31/2020,Meridian,2544359100,"$20,758","$11,382","$1,500","$5,000","$85,582",Yes,Yes,"12,624",870,"21,448","5,550","41,565","1,008",456,"2,024","1,000","3,648",Yes,11,211,0,440,19
Lois Nelson Public Library,"15,689",10-01-2019,09/30/2020,Princeton,9727363741,"$157,920","$23,632","$1,500","$177,839","$211,248",Yes,Yes,"11,861",163,"1,173",798,"16,122","2,357","7,073","3,404","1,157","7,308",Yes,13,"1,678",0,894,24
Prosper Community Library,"24,579",10-01-2019,09/30/2020,Prosper,9725691185,"$373,210","$32,792","$10,731","$451,995","$460,161",Yes,Yes,"23,298",451,"28,995","6,159","60,248","18,702","5,874","7,843","9,743","72,522",Yes,11,250,0,"1,411",40
Medina Community Library,"7,651",01-01-2020,12/31/2020,Medina,8305892825,"$62,634","$7,746","$2,737",$0,"$123,788",Yes,Yes,"10,016",421,"14,401","3,029","29,485","32,291","3,173","5,691","2,265","11,195",Yes,10,"1,941",0,"1,685",45
Bremond Public Library,"2,368",01-01-2020,12/31/2020,Bremond,2547467752,"$10,637",$147,$0,"$15,000","$21,714",Yes,Yes,"11,349",154,0,0,"11,507","2,633","1,738",732,0,"1,197",Yes,3,482,0,"1,518",18
Merkel Public Library,"2,617",10-01-2019,09/30/2020,Merkel,3259285054,"$26,199","$1,090",$0,"$31,857","$32,058",Yes,Yes,"9,249",201,0,0,"11,023","1,427",856,"2,303",0,"3,593",Yes,5,104,0,600,20
Southlake Public Library,"32,376",10-01-2019,09/30/2020,Southlake,8177488243,"$618,661","$59,420","$31,488","$814,481","$832,494",Yes,Yes,"34,703","1,236","2,241",501,"43,739","76,125","13,333","1,17,301","52,221","3,75,081",Yes,12,"1,973","46,690","2,274",42
Grapeland Public Library,"1,443",01-01-2020,12/31/2020,Grapeland,9366873425,"$12,700","$11,513",$0,"$1,000","$19,125",Yes,Yes,"8,239",122,0,0,"9,221","1,875","1,444","4,859",0,"9,221",Yes,16,"1,875",0,700,35
Liberty Hill Public Library,"15,786",10-01-2019,09/30/2020,Liberty Hill,5127786400,"$265,936","$28,967","$3,000","$550,316","$568,503",Yes,Yes,"21,682",558,"16,557","4,399","46,454","29,330","7,102","14,205","7,545","62,735",Yes,4,"5,122",0,"1,030",23
Round Top Family Library,90,01-01-2020,12/31/2020,Round Top,9792492700,"$37,576","$1,550","$1,962","$4,000","$117,370",Yes,Yes,"9,421",331,"21,448","5,550","39,113","11,621","2,392","3,237",124,"4,622",Yes,5,294,"4,267",576,48
University Park Public Library,"24,985",10-01-2019,09/30/2020,UniversityPark-Dallas,2143639095,"$486,225","$39,236","$51,229","$503,269","$766,469",Yes,Yes,"53,130",498,"38,825","8,026","1,03,359","25,832","3,758","21,562","10,165","1,00,308",Yes,11,"1,221","14,242","1,228",38
White Oak School Community Library,"8,199",09-01-2019,08/31/2020,White Oak,9032912052,"$84,386","$13,015","$6,000","$26,391","$109,470",Yes,Yes,"31,000",570,412,25,"32,029","1,640","3,600","1,619",197,"2,832",Yes,12,201,0,420,36
Colleyville Public Library,"27,091",10-01-2019,09/30/2020,Colleyville,8175031150,"$774,968","$58,109","$54,364","$1,003,440","$1,210,946",Yes,Yes,"51,359","5,133","1,34,258","45,600","2,45,480","48,750","10,873","60,014","53,009","2,01,763",Yes,9,"1,245","50,279","2,069",45
Olton Area Library,"3,538",10-01-2019,09/30/2020,Olton,8062857772,"$102,086","$5,832","$1,058","$2,460","$131,310",Yes,Yes,"8,013",244,"17,549","2,206","29,182","9,000","1,537","2,191","1,419","4,876",Yes,11,"2,700",0,"1,815",51
Onalaska Public Library,"2,967",10-01-2019,09/30/2020,Onalaska,9366462665,"$39,291",$239,$0,"$42,693","$47,126",Yes,Yes,"8,991",216,19,0,"9,992","7,001","1,646","4,491",0,"6,409",Yes,4,"1,099",945,"1,488",39
CF Goodwin Public Library,"14,702",10-01-2019,09/30/2020,Royse City,9726352772,"$98,040","$8,647","$2,206","$127,011","$127,011",Yes,Yes,"14,893",399,"28,464","5,826","52,451","20,874","2,200","7,145","3,215","20,653",Yes,11,"2,345",0,"1,832",46
Waskom Public Library,"5,654",01-01-2020,12/31/2020,Waskom,9036873041,"$22,687","$2,150",$0,"$7,500","$24,952",Yes,Yes,"11,873",685,0,0,"12,824","2,658","2,899","1,763",0,"2,146",Yes,5,582,"7,428","1,137",48
Tri-Community Library,"1,519",09-01-2019,08/31/2020,Prairie Lea,5124882164,"$42,383","$2,789",$0,$0,"$47,459",Yes,Yes,"9,389",90,50,0,"9,529","4,500",963,420,0,"3,686",Yes,5,200,0,834,29
Bee Cave Public Library,"6,841",10-01-2019,09/30/2020,Bee Cave,5127676620,"$644,883","$31,203","$45,991","$773,666","$773,666",Yes,Yes,"24,830","1,506","22,012","5,863","57,133","42,810","7,394","16,572","20,165","98,911",Yes,7,870,0,892,24
Red Oak Public Library,"13,464",10-01-2019,09/30/2020,Red Oak,4692181230,"$184,191","$17,597","$6,708","$235,956","$237,187",Yes,Yes,"9,863",169,"22,943","5,826","40,761","8,336","3,519","8,739","3,376","20,740",Yes,5,"1,124",0,884,24
Haslet Public Library,"1,923",10-01-2019,09/30/2020,Haslet,8174394278,"$254,873","$18,741","$5,522","$305,784","$305,784",Yes,Yes,"20,820","1,205","21,365","7,660","54,019","31,140","13,042","21,174","12,048","55,494",Yes,6,"2,255",0,"1,162",28
Gunter Library and Museum,"2,552",01-01-2020,12/31/2020,Gunter,9037713066,$2,"$1,128","$1,500","$1,755","$18,333",Yes,Yes,"4,716",98,"21,016","4,993","31,169","1,824","1,729",552,636,"3,034",Yes,4,313,0,"1,790",37
Hutto Public Library,"27,947",10-01-2019,09/30/2020,Hutto,5127594008,"$188,029","$15,594","$5,273","$232,748","$236,743",Yes,Yes,"26,758",709,"20,265","4,793","55,500","20,445","4,450","8,950","6,566","33,793",Yes,16,"2,474","13,037","1,086",24
City of Garden Ridge Library,"4,130",10-01-2019,09/30/2020,Garden Ridge,2106516570,"$77,308","$2,807","$2,794","$91,070","$91,070",Yes,Yes,"14,127",731,"23,168","4,390","44,169","8,704","1,811","8,652","3,288","20,800",Yes,3,124,0,"1,614",43
Bedias Public Library,"1,603",10-01-2019,09/30/2020,Bedias,9363952658,$0,$0,$0,$0,"$12,184",Yes,Yes,"12,504",483,0,0,"14,286",536,"1,037","1,414",0,"6,207",Yes,3,87,0,341,22
Harper Library,693,01-01-2020,12/31/2020,Harper,8308644993,"$13,437","$4,403","$2,000",$0,"$37,893",Yes,Yes,"10,662",493,"14,258",0,"27,181","2,535",898,"2,581","2,206","5,425",Yes,5,185,0,552,25
Spicewood Library,"6,523",10-01-2019,09/30/2020,Spicewood,8306937892,"$21,512","$2,386","$1,610",$0,"$62,673",Yes,Yes,"10,863",442,"22,577","5,978","40,920","3,694","2,402","1,763","1,552","4,157",Yes,3,339,0,"1,012",46
Rube Sessions Memorial Library,792,01-01-2020,12/31/2020,Wells,9368674757,"$25,432",$671,$0,"$5,326","$45,711",Yes,Yes,"12,016",47,0,0,"12,510","1,423","1,839","2,528",0,"3,203",Yes,12,538,0,"1,256",40
Shallowater School County Library,"6,066",09-01-2019,08/31/2020,Shallowater,8068324531,"$21,115","$7,687","$1,000",$0,"$48,318",Yes,Yes,"8,762",53,637,73,"9,612","1,307","1,600",372,123,750,Yes,12,57,0,392,25
Timpson Public Library,"3,903",01-01-2020,12/31/2020,Timpson,9362542966,$0,"$2,581",$890,"$96,824","$97,259",Yes,Yes,"18,492",0,0,0,"19,822","1,760","2,684",825,0,885,Yes,3,574,0,"1,228",36
Chandler Public Library,"9,307",10-01-2019,09/30/2020,Chandler,9038494122,"$34,042","$7,304","$1,500","$40,500","$66,500",Yes,Yes,"20,205",710,"35,661","4,648","62,961","14,000","4,286","13,380","3,569","18,549",Yes,5,"1,307","4,237","1,564",51
Peñitas Public Library,"7,191",10-01-2019,09/30/2020,Peñitas,9569998312,"$124,669","$4,200",$0,"$149,837","$166,972",Yes,Yes,"18,433",101,"21,647","11,314","51,815","18,414",65,401,200,"2,342",Yes,30,"1,568",0,"1,246",25
Hughes Springs Area Public Library,"1,712",01-01-2020,12/31/2020,Hughes Springs,9036391332,"$15,537","$7,882",$0,"$11,366","$52,000",Yes,Yes,"16,495",448,0,0,"18,030","6,214","1,343","4,723",0,"9,539",Yes,7,"2,135","4,020",897,40
BiblioTech,"85,947",10-01-2019,09/30/2020,San Antonio/Bexar County,2106310180,"$1,962,530",$0,"$509,510",$0,"$3,349,035",Yes,Yes,0,0,"5,28,913","3,93,997","9,38,983","1,32,128","1,83,774","4,693","2,57,852","3,01,998",Yes,284,"34,473","2,22,853","2,008",40
BiblioTech Central Jury Room,,,,San Antonio,2103352940,,,,,,,,,,,,,,,,,,,,,,,
BiblioTech West Dr Ricardo Romo Branch,,,,San Antonio,2106310190,,,,,,,,,,,,,,,,,,,,,,,
BiblioTech South,,,,San Antonio,2106310180,,,,,,,,,,,,,,,,,,,,,,,
BiblioTech East,,,,San Antonio,2106310230,,,,,,,,,,,,,,,,,,,,,,,
Natalia Veterans Memorial Library,"1,590",10-01-2019,09/30/2020,Natalia,2102131990,"$9,600","$4,000",$0,"$9,600","$13,200",Yes,Yes,"10,113",0,"6,295",125,"17,035",0,599,817,6,"3,345",Yes,1,0,0,"1,000",40
Marathon Public Library,"1,127",01-01-2020,12/31/2020,Marathon,4323864136,"$26,385","$2,468",$0,$0,"$175,109",Yes,Yes,"7,889",41,"6,295",125,"15,944","5,296",211,"1,913",13,"2,759",Yes,8,"1,735",0,"1,260",50
Martindale Community Library,"1,231",01-01-2020,12/31/2020,Martindale,5123574492,$1,"$2,777","$1,500","$18,000","$33,765",Yes,Yes,"9,237",12,"13,061","3,164","25,814","1,249",470,435,132,590,Yes,12,94,0,252,12
Linden Public Library,"1,915",10-01-2019,09/30/2020,Linden,4302188770,"$19,305","$1,000",$0,"$34,275","$36,775",Yes,Yes,"10,508",79,0,0,"10,724",0,477,"3,500",0,"4,250",Yes,1,160,0,"1,152",36
City of Sundown Library,"1,425",10-01-2019,09/30/2020,Sundown,8062293131,"$7,391","$2,981",$0,"$8,011","$13,874",Yes,No,"6,594",42,0,0,"6,637",847,590,371,0,"1,015",Yes,1,0,0,703,37
Jarrell Community Library,0,01-01-2020,12/31/2020,Jarrell,5125411036,$0,$356,$0,$0,"$22,263",Yes,Yes,"10,254",79,0,0,"11,250","1,507",649,998,0,"1,877",Yes,2,25,0,632,21
