Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Dimmit County Public Library,"10,418",01-01-2018,12/31/2018,Carrizo Springs,8308765788,"$84,095","$12,678",$98,"$32,384","$135,905",Yes,Yes,"26,003",336,"60,019",0,"86,992","22,698","6,022","12,710",96,"17,412",Yes,20,"6,646",0,"2,270",52
Castroville Public Library,"3,028",10-01-2017,9/30/2018,Castroville,8309314095,"$83,321","$18,890","$2,700","$164,550","$192,550",Yes,Yes,"12,883",847,"6,400","1,550","24,009","23,598","4,318","12,455","2,338","22,761",Yes,15,"10,879",0,"2,295",51
Charlotte Public Library,"3,965",10-01-2017,9/30/2018,Charlotte,8302771212,"$40,400","$6,104",$0,"$53,846","$67,091",Yes,Yes,"25,000",125,0,0,"26,126","2,337",524,532,0,"1,832",Yes,5,684,0,"2,080",52
Comfort Public Library,"14,520",01-01-2018,12/31/2018,Comfort,8309952398,"$91,023","$20,199","$3,016",$0,"$167,769",Yes,Yes,"22,098",526,"8,748","2,504","35,233","17,935","2,967","6,879","1,983","14,764",Yes,19,"2,041","1,688","1,581",51
Converse Public Library,"23,375",10-01-2017,9/30/2018,Converse,2106594160,"$162,870","$15,916","$10,288","$248,248","$249,650",Yes,Yes,"20,933",405,"10,649","2,117","36,305","52,479","6,790","12,156","1,565","29,965",Yes,13,"14,019",0,"2,400",48
Alexander Memorial Library,"7,584",01-01-2018,12/31/2018,Cotulla,8308792601,"$64,734","$11,805","$4,224","$47,000","$99,899",Yes,Yes,"16,529",706,"9,986",788,"29,023","4,172","4,366","13,485",560,"17,817",Yes,10,"2,212",0,"1,560",52
Val Verde County Library,"49,205",10-01-2017,9/30/2018,Del Rio,8307747595,"$504,845","$64,959","$6,588",$0,"$575,711",Yes,Yes,"48,898","1,531",827,972,"54,517","93,456","21,885","25,199","1,871","60,965",Yes,25,"23,171",0,"2,542",52
Driscoll Public Library,"4,809",10-01-2017,9/30/2018,Devine,8306632993,"$78,500","$6,584","$1,000","$122,570","$126,142",Yes,Yes,"16,396",596,"10,460","1,984","31,523","21,793","1,397","9,417","1,244","19,454",Yes,11,"5,761",0,"1,966",52
Dilley Public Library,"4,358",10-01-2017,9/30/2018,Dilley,8309651951,"$87,835","$5,000","$2,000","$129,885","$131,885",Yes,Yes,"12,551",710,"1,500",0,"14,978","4,037","1,708","2,912",117,"9,000",Yes,14,"2,233",0,"2,319",50
Eagle Pass Public Library,"43,499",10-01-2017,9/30/2018,Eagle Pass,8307737323,"$696,938","$2,211",$0,"$913,048","$942,993",Yes,Yes,"29,405","1,890","9,516","1,786","44,830","33,626","5,083","6,072",354,"14,199",Yes,60,"32,300",0,"2,236",44
Falls City Public Library,"1,185",10-01-2017,9/30/2018,Falls City,8302543361,"$66,653","$18,458",$614,$0,"$104,719",Yes,Yes,"12,146",158,"8,243","2,291","24,525","6,225","1,206","4,853",81,"10,115",Yes,7,895,0,"1,452",48
Wilson County Public Libraries,"49,304",10-01-2017,9/30/2018,Floresville,8303937361,"$293,072","$40,712","$16,632","$5,500","$379,322",Yes,Yes,"55,867","3,527","7,407","1,797","74,156","1,53,480","24,291","74,307","32,158","1,57,783",Yes,35,"11,035","1,42,168","2,412",52
Pioneer Memorial Library,"26,044",10-01-2017,9/30/2018,Fredericksburg,8309976513,"$286,026","$14,992","$5,634",$0,"$324,637",Yes,Yes,"38,982","1,157",502,"7,229","49,269","49,335","6,637","33,969",976,"50,103",Yes,9,"5,962",0,"2,300",52
City of Garden Ridge Library,"3,951",10-01-2017,9/30/2018,Garden Ridge,2106516570,"$65,834","$3,429","$1,500","$74,788","$74,788",Yes,Yes,"14,768",696,"10,098","2,035","29,193","13,305","2,024","9,620","1,698","26,821",Yes,5,342,0,"2,209",52
Harper Library,602,01-01-2018,12/31/2018,Harper,8308644993,"$14,253","$5,137","$2,000",$0,"$65,672",Yes,Yes,"10,546",481,"7,483",0,"20,109","7,973","1,354","7,010","1,188","9,662",Yes,6,985,0,"1,853",52
Hondo Public Library,"9,305",10-01-2017,9/30/2018,Hondo,8304265333,"$235,821","$16,128","$1,670","$297,199","$322,898",Yes,Yes,"12,392",538,896,426,"15,117","44,808","3,318","12,425","2,246","26,060",Yes,22,"9,610",0,"2,231",52
Jourdanton Community Library,"9,489",10-01-2017,9/30/2018,Jourdanton,8307693087,"$115,939","$16,608",$0,"$149,429","$156,729",Yes,Yes,"35,680","1,312",0,0,"37,107","27,451","4,789","21,991",0,"25,521",Yes,12,"6,750",0,"2,404",52
Karnes City Public Library,"5,977",10-01-2017,9/30/2018,Karnes City,8307802539,"$94,557","$18,111","$9,292",$0,"$128,536",Yes,Yes,"19,290",258,"4,680",464,"26,231","4,737","1,064","5,274","1,560","10,587",Yes,6,"1,094",0,"1,566",37
Kendalia Public Library,"4,095",01-01-2018,12/31/2018,Kendalia,8303362002,"$19,477","$3,054",$0,$0,"$40,687",Yes,Yes,"7,812",546,0,0,"9,258","1,907",330,"3,809",0,"8,036",Yes,4,362,0,965,52
Kenedy Public Library,"6,046",10-01-2017,9/30/2018,Kenedy,8305833313,"$95,644","$18,078","$3,100",$0,"$134,436",Yes,Yes,"20,671",286,"8,406","2,302","33,489","14,244","2,094","8,625",610,"22,798",Yes,8,"3,758",0,"2,132",48
Butt-Holdsworth Memorial Library,"51,720",10-01-2017,9/30/2018,Kerrville,8302578422,"$515,823","$65,060","$31,021","$764,259","$803,782",Yes,Yes,"55,900","2,984","2,095",447,"65,520","96,102","11,447","75,110","8,351","1,24,188",Yes,25,"16,570","19,840","2,720",52
Lakehills Area Library,"7,399",01-01-2018,12/31/2018,Lakehills,8305102777,"$65,952","$7,111","$1,500",$0,"$157,124",Yes,Yes,"15,782",574,"5,985","1,779","26,104","34,800","6,922","19,445","2,909","39,315",Yes,24,"5,283","2,013","2,186",52
Real County Public Library Leakey,"1,715",09-01-2017,8/31/2018,Leakey,8302325199,"$36,917","$4,028","$1,000",$0,"$90,104",Yes,Yes,"15,938",847,"10,472","2,083","31,012","22,297","2,058","3,624","1,501","8,394",Yes,11,"4,914","1,747","2,068",52
Leon Valley Public Library,"11,426",10-01-2017,9/30/2018,Leon Valley,2106840720,"$308,860","$15,321","$4,218","$402,111","$402,111",Yes,Yes,"37,879","1,439","10,649","2,130","56,321","42,405","4,190","16,391","1,284","33,702",Yes,11,"7,879","19,135","2,422",52
Lytle Public Library,"5,695",10-01-2017,9/30/2018,Lytle,8307094142,"$116,859","$15,105",$0,"$123,500","$144,863",Yes,Yes,"22,701","1,328",0,0,"25,796","34,568","3,356","8,306",0,"21,389",Yes,12,"4,367",0,"1,968",51
Marion Community Library,"11,633",10-01-2017,9/30/2018,Marion,8309142371,"$99,793","$6,247","$1,253","$1,300","$40,188",Yes,Yes,"16,221",383,77,0,"18,092","4,590","1,866","6,026",0,"6,933",Yes,17,982,0,"2,165",52
Medina Community Library,"7,399",01-01-2018,12/31/2018,Medina,8305892825,"$60,855","$7,315","$2,144",$0,"$165,859",Yes,Yes,"9,654",482,"8,682","2,497","23,066","36,908","3,083","10,811","2,087","14,998",Yes,10,"3,275",0,"2,010",52
Natalia Veterans Memorial Library,"1,548",10-01-2017,9/30/2018,Natalia,2102131990,"$11,600","$3,432",$0,"$11,337","$26,487",Yes,Yes,"9,327",0,206,0,"9,843","3,111",694,916,0,"2,786",Yes,3,323,0,"1,300",52
New Braunfels Public Library,"79,152",10-01-2017,9/30/2018,New Braunfels,8302214300,"$1,634,768","$119,676","$50,557","$2,165,962","$2,234,332",Yes,Yes,"1,04,865","9,128","1,25,629","97,775","3,57,038","2,64,766","45,495","3,08,278","90,388","7,55,861",Yes,45,"53,436","59,894","3,321",52
Pearsall Public Library,"10,345",10-01-2017,9/30/2018,Pearsall,8303342496,"$148,103","$16,331","$1,000","$238,650","$238,650",Yes,Yes,"38,922",40,"39,618",0,"81,917","82,779","4,939","6,917",934,"15,966",Yes,16,"4,999",0,"2,080",52
Pleasanton Public Library,"22,956",10-01-2017,9/30/2018,Pleasanton,8305695901,"$212,380","$18,320","$10,000","$307,324","$314,758",Yes,Yes,"35,844","1,294","8,995","2,485","53,246","45,553","8,957","27,245","3,746","40,187",Yes,16,"19,170",0,"2,538",52
Poteet Public Library,"7,473",10-01-2017,9/30/2018,Poteet,8307428917,"$48,234","$6,700",$0,"$84,539","$151,770",Yes,Yes,"13,831",431,0,0,"14,789","10,726","5,506","11,676",0,"13,820",Yes,12,"2,455",0,"1,936",49
Quemado Public Library,"14,717",10-01-2017,9/30/2018,Quemado,8307571313,"$20,245","$1,246",$0,$0,"$30,325",Yes,Yes,"9,683",432,0,0,"10,801","4,937",875,"1,275",0,"2,150",Yes,8,"3,175",0,"1,452",52
Claud H Gilmer Memorial Library,"1,953",09-01-2017,8/31/2018,Rocksprings,8306838130,"$107,927","$9,826","$6,195",$0,"$169,194",Yes,Yes,"21,249",276,"9,830","2,806","35,101","64,753","1,307","7,407",626,"27,145",Yes,23,"19,173","21,150","2,222",52
Runge Public Library,"1,979",10-01-2017,9/30/2018,Runge,8302394192,"$61,427","$6,962","$1,494",$0,"$86,406",Yes,Yes,"9,316",22,"6,869","1,607","18,823","4,868",652,"3,922",122,"6,441",Yes,6,625,0,"1,568",52
Sabinal Public Library,"2,267",10-01-2017,9/30/2018,Sabinal,8309882911,$350,"$2,218",$0,$599,"$4,213",Yes,Yes,"10,101",0,0,0,"10,103",750,"1,487",0,0,154,Yes,2,95,400,720,49
San Antonio Public Library,"18,07,769",10-01-2017,9/30/2018,San Antonio,2102072500,"$24,071,244","$2,121,316","$1,636,559","$37,397,621","$40,785,806",Yes,Yes,"15,47,657","1,16,677","1,18,813","53,624","20,83,787","50,67,226","10,34,877","32,83,397","13,29,030","73,84,064",Yes,840,"6,96,300","26,14,391","3,471",52
BiblioTech,"85,389",10-01-2017,9/30/2018,San Antonio/Bexar County,(210) 631-0180,"$1,619,208",$0,"$496,668",$0,"$2,828,191",Yes,Yes,0,0,"3,54,146","3,57,710","7,25,559","2,09,435","1,43,160","6,942","1,76,097","2,33,128",Yes,228,"62,423","1,82,340","2,800",52
Schertz Public Library,"1,05,629",10-01-2017,9/30/2018,Schertz,2106191700,"$749,871","$71,647","$28,082","$745,800","$998,361",Yes,Yes,"79,714","4,126","8,268","10,447","1,11,153","2,58,695","30,806","1,33,240","21,132","3,44,971",Yes,52,"30,940","64,337","3,053",52
Seguin Public Library,"39,748",10-01-2017,9/30/2018,Seguin,8304012422,"$994,184","$58,832","$32,405","$1,038,654","$1,293,335",Yes,Yes,"70,110","2,135","78,808","15,762","1,70,382","1,74,604","19,462","1,18,934","17,985","2,31,972",Yes,66,"36,468","71,302","3,242",52
Universal City Public Library,"20,532",10-01-2017,9/30/2018,Universal City,2106597048,"$189,638","$20,880","$4,746","$351,501","$365,163",Yes,Yes,"22,569",804,"8,262","2,361","36,501","35,003","14,268","20,775","2,005","40,377",Yes,22,"9,481",0,"2,032",52
Utopia Memorial Library,"3,231",10-01-2017,9/30/2018,Utopia,8309663448,$0,"$4,047",$0,$0,"$30,269",Yes,Yes,"16,100",425,0,0,"17,877","4,511",922,"4,120",0,"4,230",Yes,6,"1,107",0,"1,420",50
El Progreso Memorial Library,"21,787",07-01-2017,6/30/2018,Uvalde,8302782017,"$216,640","$13,168","$6,600","$102,000","$379,787",Yes,Yes,"62,187",871,"5,530","1,403","71,819","52,448","20,525","48,841","2,942","80,159",Yes,16,"8,759",0,"2,288",52
