Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Allan Shivers Library & Museum,"21,696",01-01-2019,12/31/2019,Woodville,4092833709,"$1,45,869","$16,750","$6,000",$0,"$62,800",Yes,Yes,"29,364",675,"16,556","1,199","49,915","21,652","3,593","12,420","1,555","21,097",Yes,10,"4,652",0,"2,176",52
Rita & Truett Smith Public Library,"58,106",10-01-2018,9/30/2019,Wylie,9725166250,"$16,35,443","$1,43,163","$48,497",$0,$0,Yes,Yes,"1,00,928","5,001","26,744","4,817","1,49,336","2,53,109","48,544","1,59,521","34,093","5,80,470",Yes,49,"21,708",0,"2,771",52
Carl & Mary Welhausen Library,"5,944",10-01-2018,9/30/2019,Yoakum,3612935001,"$1,08,261","$12,711","$1,000","$5,085","$1,08,359",Yes,Yes,"11,413",628,"19,745","2,817","36,722","20,358","3,007","12,569",618,"18,081",Yes,10,"2,266",0,"2,253",52
Yorktown Public Library,"2,073",10-01-2018,9/30/2019,Yorktown,3615643232,"$24,503","$4,489","$2,730",$0,$0,Yes,Yes,"21,957",371,"20,073","2,894","47,731","11,374",773,"5,151",140,"11,088",Yes,8,"1,993",0,"1,312",49
Balch Springs Library - Learning Center,"25,351",10-01-2018,9/30/2019,Balch Springs,9729133000,"$3,19,436","$25,688","$3,600",$0,$0,Yes,Yes,"26,200",700,"22,782","5,251","57,843","69,183","20,718","10,280","1,245","37,048",Yes,26,"16,670","24,226","2,431",52
Buda Public Library,"20,580",10-01-2018,9/30/2019,Buda,5122955899,"$5,73,278","$30,132","$13,535",$0,$0,Yes,Yes,"39,616","3,483","17,325","10,600","72,879","1,19,482","11,785","78,783","13,423","2,25,918",Yes,26,"13,372","50,301","2,686",52
Buna Public Library,"9,566",01-01-2019,12/31/2019,Buna,4099945501,"$16,317","$10,658",$0,$0,$0,Yes,Yes,"22,343",611,0,0,"24,619","24,270","4,317","7,743",0,"8,740",Yes,6,"1,441",0,"1,702",52
Pflugerville Public Library,"64,431",10-01-2018,9/30/2019,Pflugerville,5129906375,"$9,79,919","$1,33,928","$1,39,791",$0,"$23,843",Yes,Yes,"61,001","7,168","27,850","8,473","1,16,945","2,06,734","27,344","1,58,926","1,97,906","5,40,709",Yes,44,"30,201","1,82,952","3,120",52
Presidio Public Library,"4,861",10-01-2018,9/30/2019,Presidio,4322293317,"$93,758","$2,875",$0,$0,$0,Yes,Yes,"18,600",0,0,0,"20,051","9,613","4,047","1,788",0,"2,956",Yes,24,"3,635",0,"1,996",51
Olga V Figueroa Zapata County Public Library,"14,190",01-01-2019,12/31/2019,Zapata,9567655351,"$1,05,765","$7,844",$0,$0,$0,Yes,Yes,"37,916",950,0,0,"38,896","23,340","12,643","31,589",0,"37,825",Yes,30,"6,136",0,"2,151",48
Zula B Wylie Public Library in Cedar Hill,"48,463",10-01-2018,9/30/2019,Cedar Hill,9722917323,"$6,54,607","$32,834","$33,711",$0,$0,Yes,Yes,"53,164","3,161","3,276",177,"67,611","1,20,754","52,760","1,12,525","9,665","2,18,983",Yes,30,"28,491","57,572","2,824",52
Cozby Library and Community Commons,"41,818",10-01-2018,9/30/2019,Coppell,9723043655,"$15,04,283","$1,65,605","$36,454",$0,$0,Yes,Yes,"71,868","3,213","1,44,560","22,440","2,48,640","2,97,566","28,361","1,83,336","55,228","5,87,778",Yes,20,"17,542","75,261","3,489",52
DeSoto Public Library,"53,523",10-01-2018,9/30/2019,De Soto,9722309658,"$9,37,370","$62,112","$18,250",$0,$0,Yes,Yes,"46,194","3,590","2,250",430,"68,421","2,00,076","14,345","1,58,705","10,950","4,06,523",Yes,48,"84,173","32,740","3,445",52
Higgins Public Library,814,01-01-2019,12/31/2019,Higgins,8068522214,"$10,645","$2,065",$0,$0,$0,Yes,Yes,"12,281",303,"5,680","1,416","20,460","3,648",404,"1,552",56,"2,148",Yes,2,267,"8,439","1,029",51
Hutchins-Atwell Public Library,"5,729",10-01-2018,9/30/2019,Hutchins,9722254711,"$98,346","$3,401",$0,$0,$0,Yes,Yes,"25,575",265,0,0,"26,673","11,700","1,190","7,221",0,"10,796",Yes,8,"11,775",0,"2,340",52
Lake Travis Community Library,"33,642",07-01-2018,6/30/2019,Austin-Lakeway,5122632885,"$5,16,031","$64,197","$49,828",$0,$0,Yes,Yes,"41,812","3,359","21,583","5,347","78,824","2,05,371","26,298","2,39,015","33,926","4,37,815",Yes,23,"11,000","2,84,229","2,548",52
Lake Travis Community Library Bookmobile,,,,Austin-Lakeway,5128095800,,,,,,,,,,,,,,,,,,,,,,"1,100",52
Lancaster Veterans Memorial Library,"39,477",10-01-2018,9/30/2019,Lancaster,9722271080,"$3,17,803","$43,259","$3,464",$0,$0,Yes,Yes,"92,708","1,520",970,"4,290","1,03,915","71,808","41,312","18,517","5,563","44,625",Yes,41,"21,179",0,"2,825",52
Lancaster Veterans Memorial Library Bookmobile,,,,Lancaster,9722271080,,,,,,,,,,,,,,,,,,,,,,75,15
Rowlett Public Library,"66,285",10-01-2018,9/30/2019,Rowlett,9724126161,"$9,20,056","$68,313","$80,427","$28,022","$28,022",Yes,Yes,"58,936","3,791","32,740","12,864","1,25,502","1,55,559","13,829","1,65,975","40,861","4,07,363",Yes,13,"16,501","52,308","3,043",52
Sachse Public Library,"26,122",10-01-2018,9/30/2019,Sachse,9725308966,"$3,06,466","$54,748","$20,000",$0,$0,Yes,Yes,"37,124",933,"2,498",953,"46,622","69,545","9,472","43,169","13,187","1,30,644",Yes,10,"5,828",0,"2,182",52
Seagoville Public Library,"16,878",10-01-2018,9/30/2019,Seagoville,9722877720,"$2,01,235","$10,502","$3,000",$0,$0,Yes,Yes,"26,773",264,"27,260","5,417","61,364","15,414","3,132","24,266","1,608","35,390",Yes,12,"5,779",0,"2,044",52
Slaton City Library,"6,621",10-01-2018,9/30/2019,Slaton,8068282008,"$48,555","$3,540",$0,$0,$0,Yes,Yes,"10,434",174,0,0,"11,264",-1,"2,941","1,900",0,"2,234",Yes,6,-1,0,"1,880",52
Springtown Public Library,"10,087",10-01-2018,9/30/2019,Springtown,8175235862,"$91,335","$6,626","$2,000",$0,$0,Yes,Yes,"16,352",587,"15,855","6,815","40,925","13,855","6,221","12,511","3,460","21,882",Yes,7,"2,300","7,012","1,927",52
Doris Padgett Library,"6,678",10-01-2018,9/30/2019,Sunnyvale,9722264491,"$1,57,979","$19,733","$1,500","$3,290","$3,290",Yes,Yes,"43,361",217,"26,490","5,226","78,037","11,115","6,602","11,141","1,224","34,509",Yes,6,"1,775",0,"2,250",52
Tawakoni Area Public Library,"4,471",01-01-2019,12/31/2019,West Tawakoni,9034473445,"$15,305",$469,$0,$0,$0,Yes,Yes,"25,938",289,0,0,"27,387","6,944","2,415","9,836",0,"11,795",Yes,8,"1,446",0,"1,204",50
Watauga Public Library,"24,555",10-01-2018,9/30/2019,Watauga,8175145855,"$7,57,339","$91,375","$30,747",$0,$0,Yes,Yes,"80,116","7,621","16,002","14,167","1,35,754","1,12,925","18,843","1,00,310","6,339","2,95,018",Yes,30,"13,371","26,674","2,167",52
Westbank Community Library District,"30,846",01-01-2019,12/31/2019,Austin-West Lake Hills,5123143580,"$15,44,251","$1,36,556","$1,81,234",$0,$0,Yes,Yes,"71,605","5,845","9,376","2,491","1,02,934","2,61,582","25,265","1,89,470","69,030","4,56,963",Yes,21,"12,821","1,53,687","2,700",52
Laura Bush Community Library,,,,Austin,5123811401,,,,,,,,,,,,,,,,,,,,,,"2,700",52
Gilliam Memorial Public Library,"4,766",10-01-2018,9/30/2019,Wilmer,9724413713,"$1,05,673","$3,282","$1,500",$0,$0,Yes,Yes,"16,160",78,"26,492","5,257","48,970","5,637","1,622",763,18,"1,500",Yes,9,"4,053",0,"2,253",52
Hewitt Public Library,"22,993",10-01-2018,9/30/2019,Hewitt,2546662442,"$5,58,572","$45,028","$12,120",$0,$0,Yes,Yes,"68,951","1,796","40,111","1,596","1,14,846","4,38,644","16,284","2,59,951","71,559","5,56,024",Yes,32,"51,468",0,"3,224",52
Leonard Public Library,"2,057",10-01-2018,9/30/2019,Leonard,9035872391,"$30,600","$2,470",$0,$0,$0,Yes,Yes,"17,286",366,0,0,"18,428","4,144","4,373","10,723",0,"17,286",Yes,7,699,0,"1,440",52
Frankston Depot Library,"2,736",01-01-2019,12/31/2019,Frankston,9038764463,"$23,133","$24,500",$0,$0,$0,Yes,Yes,"13,527",391,0,0,"15,477","2,947","2,300","2,904",0,"3,770",Yes,4,680,0,"1,200",52
Universal City Public Library,"20,773",10-01-2018,9/30/2019,Universal City,2106597048,"$2,13,416","$17,497","$4,456",$0,$0,Yes,Yes,"21,929",825,"11,769","2,464","39,582","34,067","15,607","19,709","2,124","37,314",Yes,22,"8,285","33,847","2,080",52
Booker School/Public Library,"2,541",10-01-2018,9/30/2019,Booker,8066581260,"$57,871",$790,"$2,500",$0,$0,Yes,Yes,"23,751",271,"5,544","1,389","31,151","11,325","1,101","4,557",730,"25,040",Yes,4,285,0,"2,040",49
Alvord Public Library,"5,369",10-01-2018,9/30/2019,Alvord,9404272842,"$14,712","$4,129","$1,020",$0,$0,Yes,Yes,"7,810",479,"8,668",445,"18,752","1,918","2,529","1,526",276,"2,869",Yes,5,493,"1,349","1,375",51
Oldham County Public Library,"2,131",10-01-2018,9/30/2019,Vega,8062672635,"$6,920","$3,925",$0,$0,$0,Yes,Yes,"11,942",311,"5,544","1,389","19,192","2,518",780,883,366,"5,089",Yes,2,66,231,"1,098",51
Jennie Trent Dew Library,"4,921",10-01-2018,9/30/2019,Goldthwaite,3256482447,"$62,139","$8,931","$1,500",$0,$0,Yes,Yes,"11,795",366,"15,769","3,889","33,476","14,238","2,909","8,024","2,777","13,729",Yes,11,"3,358","17,168","1,936",52
Sanger Public Library,"11,446",10-01-2018,9/30/2019,Sanger,9404583257,"$2,42,030","$10,121","$4,881",$0,$0,Yes,Yes,"18,753","1,188","9,084",477,"31,503","35,148","4,481","13,926","1,463","30,171",Yes,6,"3,100",0,"2,130",52
Charlotte Public Library,"4,055",10-01-2018,9/30/2019,Charlotte,8302771212,"$34,982","$15,785",$0,$0,$0,Yes,Yes,"32,363",210,0,0,"33,919","3,293","1,064",504,0,"1,973",Yes,5,743,0,"2,080",52
Dripping Springs Community Library,"40,472",01-01-2019,12/31/2019,Dripping Springs,5128587825,"$4,14,738","$41,934","$69,808","$1,31,144","$1,31,144",Yes,Yes,"44,140","2,175","21,432","12,766","83,540","91,655","11,106","79,862","15,865","1,73,785",Yes,24,"6,956","44,556","2,903",52
Sterling County Public Library,"1,311",10-01-2018,9/30/2019,Sterling City,3253782212,"$24,859","$1,508",$0,$0,$0,Yes,Yes,"11,586",473,0,0,"12,453","4,252","1,195",873,0,"1,828",Yes,4,"1,168",0,"1,756",52
Foard County Library,"1,200",01-01-2019,12/31/2019,Crowell,9406841250,"$20,842","$3,500",$0,$0,$0,Yes,Yes,"13,950",155,0,0,"15,910","9,450","1,050","12,060",0,"15,980",Yes,8,"4,350",0,"1,250",50
Aubrey Area Library,"18,733",10-01-2018,9/30/2019,Aubrey,9403659162,"$1,58,075","$18,226","$5,099","$43,264","$43,264",Yes,Yes,"19,437",607,"15,855","6,815","44,237","25,677","5,209","11,771","6,154","50,703",Yes,9,"2,113",0,"1,597",52
West Public Library,"4,476",01-01-2019,12/31/2019,West,2548263070,"$16,113","$9,532",$0,$0,$0,Yes,Yes,"31,584",96,0,0,"32,454","17,460","3,577","7,427",0,"8,749",Yes,8,"1,742",0,"1,002",52
Krum Public Library,"6,686",10-01-2018,9/30/2019,Krum,9404823455,"$97,421","$8,409","$1,078",$0,$0,Yes,Yes,"14,341",437,0,0,"16,722","16,169","3,823","11,277",0,"27,220",Yes,6,"2,032","6,741","2,011",49
Texline Public Library,37,01-01-2019,12/31/2019,Texline,8063624849,$0,$538,$0,$0,$0,No,Yes,"2,027",0,0,0,"2,027",175,45,92,0,506,Yes,1,25,0,"2,048",52
Mammen Family Public Library,"33,156",07-01-2018,6/30/2019,Bulverde,8304384864,"$6,92,976","$56,487","$16,201","$62,15,139","$62,15,139",Yes,Yes,"48,219","4,326","7,125","10,558","79,478","1,38,355","14,225","1,35,028","25,750","2,81,206",Yes,20,"21,322","76,348","3,164",52
Coldspring Area Public Library Inc,937,01-01-2019,12/31/2019,Coldspring,9366533104,"$26,484","$1,936","$1,500",$0,$0,Yes,Yes,"12,590",598,772,118,"15,114","8,549","5,724","3,134",598,"5,005",Yes,8,"1,184","19,590","1,642",50
Whitehouse Community Library,"8,799",10-01-2018,9/30/2019,Whitehouse,9038392949,"$35,836","$7,557","$1,500",$0,$0,Yes,Yes,"25,697",539,"20,234","5,194","53,820","12,818","4,213","14,515","4,382","34,246",Yes,8,"1,767","5,448","1,506",50
Flower Mound Public Library,"77,329",10-01-2018,9/30/2019,Flower Mound,9728746200,"$13,18,249","$1,59,310","$1,13,609",$0,$0,Yes,Yes,"77,629","4,305","18,542","26,065","1,34,942","1,75,584","35,136","1,12,759","81,682","4,29,181",Yes,15,"10,319","95,386","3,204",52
Goliad County Library,"7,584",10-01-2018,9/30/2019,Goliad,3616452291,"$1,04,608","$9,796","$1,000",$0,"$78,909",Yes,Yes,"20,471",113,"19,692","2,779","44,747","16,701","6,330","11,653","1,301","16,920",Yes,7,826,0,"1,915",52
Lago Vista Public Library,"7,117",10-01-2018,9/30/2019,Lago Vista,5122673868,"$1,58,065","$14,187","$3,060",$0,$0,Yes,Yes,"17,361",879,"19,268","4,761","44,307","21,315","2,328","20,166","4,655","33,072",Yes,10,"3,583",0,"2,360",52
Forest Hill Public Library,"12,959",01-01-2019,12/31/2019,Forest Hill,8175515354,"$97,560","$9,000",$0,$0,$0,Yes,Yes,"15,523",932,0,0,"21,018","36,849","7,883","4,636",0,"5,772",Yes,22,"8,829",0,"1,640",52
Salado Public Library District,"8,343",09-01-2018,8/31/2019,Salado,2549479191,"$2,27,662","$29,972","$6,334",$0,$0,Yes,Yes,"22,525","1,833","19,280","4,625","52,365","51,099","3,500","25,891","3,894","49,854",Yes,24,"4,009","7,695","2,524",51
Lake Whitney Library,"2,177",10-01-2018,9/30/2019,Whitney,2546944639,"$68,434","$8,750",$345,$0,$0,Yes,Yes,"25,125",795,395,1,"27,212","25,299","10,151","22,245",325,"28,195",Yes,25,"5,785","11,920","1,768",52
City of Wolfforth Library,"5,847",10-01-2018,9/30/2019,Wolfforth,8068554150,"$1,32,143","$15,381","$2,074","$13,650","$13,650",Yes,Yes,"17,722","1,340","16,924","1,754","39,012","27,112","8,082","7,651","38,976","66,783",Yes,19,"4,606",0,"2,939",52
Maud Public Library,"1,068",04-01-2018,3/31/2019,Maud,9035852121,"$10,425",$372,$0,$0,$0,Yes,Yes,"12,206",217,0,0,"13,195","2,131","1,701","4,452",0,"4,944",Yes,4,468,0,"1,223",52
Guthrie CSD & King County Consolidated Library,277,10-01-2018,9/30/2019,Guthrie,8065964069,"$60,005","$6,517","$1,589",$0,$0,Yes,Yes,"20,455",575,"17,949","1,605","43,512","25,567",272,"4,576",148,"17,560",Yes,4,"3,565",0,"2,024",51
McGinley Memorial Public Library,"8,063",10-01-2018,9/30/2019,McGregor,2548403732,"$14,210","$7,367","$3,120",$0,$0,Yes,Yes,"19,975",913,"12,575","2,571","37,742","4,588","2,442","14,614",152,"19,142",Yes,8,895,0,"1,025",52
Ranger City Library,"3,004",10-01-2018,9/30/2019,Ranger,2546471880,"$21,410",$807,$0,$0,$0,Yes,Yes,"10,849",486,10,0,"11,621","3,644","1,489","1,312",0,"1,691",Yes,8,"1,532",0,"2,000",50
Reeves County Library,"15,695",01-01-2019,12/31/2019,Pecos,4327550914,"$1,90,057","$9,000",$0,$0,$0,Yes,Yes,"22,704",598,0,0,"24,660","17,103","2,743","10,012",0,"16,076",Yes,46,"8,370",0,"2,284",50
Justin Community Library,"5,351",10-01-2018,9/30/2019,Justin,9406482541,"$73,012","$4,505","$1,500",$0,$0,Yes,Yes,"12,949",522,"8,442",324,"25,885","9,769","2,323","8,781",716,"16,557",Yes,5,427,0,"1,924",51
Springlake-Earth Community Library,"1,617",09-01-2018,8/31/2019,Earth,8062573357,"$53,755","$9,501","$3,554",$0,$0,Yes,Yes,"18,935",3,"12,920",493,"32,651","27,054","1,575","7,673","8,011","33,161",Yes,1,11,0,"2,019",47
Duval County/San Diego Public Library,"12,119",10-01-2018,9/30/2019,San Diego,3612798201,"$60,073","$4,000","$1,000",$0,$0,Yes,Yes,"20,500",90,0,0,"21,130","10,700","7,800",905,0,"3,845",Yes,40,"5,800",0,"1,410",50
Duval County/Freer Branch Library,,,,Freer,3613945350,,,,,,,,,,,,,,,,,,,,,,797,47
Duval County/Benavides Branch Library,,,,Benavides,3612564646,,,,,,,,,,,,,,,,,,,,,,972,48
Falls City Public Library,"1,219",10-01-2018,9/30/2019,Falls City,8302543361,"$67,766","$18,836","$1,000",$0,$0,Yes,Yes,"12,094",173,"12,649","2,347","29,122","5,734","1,256","4,338",176,"9,800",Yes,7,801,0,"1,486",48
Karnes City Public Library,"6,140",10-01-2018,9/30/2019,Karnes City,8307802539,"$1,07,203","$18,938","$6,508",$0,$0,Yes,Yes,"18,971",360,"4,306",404,"25,721","9,942","1,133","7,109","1,333","23,316",Yes,6,"1,980",0,"1,223",40
Runge Public Library,"2,057",10-01-2018,9/30/2019,Runge,8302394192,"$68,018","$8,822","$1,500",$0,$0,Yes,Yes,"9,636",22,"12,636","2,363","25,775","4,586",688,"3,334",167,"6,114",Yes,6,659,0,"1,580",52
Allen Memorial Public Library,"4,525",10-01-2018,9/30/2019,Hawkins,9037692241,"$38,691","$3,068","$1,500",$0,"$52,556",Yes,Yes,"20,792",947,"26,512","5,269","56,140","9,327","3,319","6,493","1,865","13,075",Yes,10,"2,301",0,"1,634",52
Leander Public Library,"56,111",10-01-2018,9/30/2019,Leander,5122595259,"$3,54,751","$62,155","$13,351",$0,$0,Yes,Yes,"52,257","4,552","17,706","4,493","83,162","1,60,976","24,616","52,318","16,130","1,73,908",Yes,22,"15,675","30,062","3,705",52
Newark Public Library,"4,264",10-01-2018,9/30/2019,Newark,8174892224,"$30,360","$3,249",$0,"$57,303","$58,603",Yes,Yes,"7,251",161,0,0,"8,244","5,153","1,283","3,719",0,"5,277",Yes,4,658,0,"1,560",52
Alvarado Public Library,"4,382",10-01-2018,9/30/2019,Alvarado,8177837323,"$1,40,327","$5,878","$1,185",$0,$0,Yes,Yes,"27,696","1,590","8,540",633,"43,120","39,888","3,254","13,416",111,"22,807",Yes,11,"3,922",0,"2,400",52
Elgin Public Library,"35,630",10-01-2018,9/30/2019,Elgin,5122815678,"$2,44,384","$12,874","$1,955",$0,$0,Yes,Yes,"32,858","1,538",425,474,"37,642","46,944","8,747","42,446","1,236","81,182",Yes,15,"7,137",0,"1,975",52
Fort Hancock ISD/Public Library,"4,795",09-01-2018,8/31/2019,Fort Hancock,9157393811,"$1,26,627","$21,390",$0,$0,$0,Yes,Yes,"28,777",30,10,0,"28,933","89,950",499,"21,000",0,"38,432",Yes,28,"12,000",0,"1,536",45
Fort Hancock ISD/Public Library,,,,Fort Hancock,9157693811,,,,,,,,,,,,,,,,,,,,,,"2,930",48
Nancy Nail Memorial Library,"3,008",07-01-2018,6/30/2019,Mart,2548762465,"$22,418","$3,654","$1,200",$0,$0,Yes,Yes,"19,685",79,0,0,"20,540","2,551",301,"2,264",0,"2,565",Yes,5,580,969,948,51
New Waverly Public Library,"4,909",01-01-2019,12/31/2019,New Waverly,9363442198,"$25,975","$2,525","$1,500",$0,$0,Yes,Yes,"23,951",136,"16,678","1,205","44,306","12,000","6,044","8,204",254,"9,207",Yes,15,"1,779",0,"1,820",52
Crowley Public Library,"15,649",10-01-2018,9/30/2019,Crowley,8172976707,"$3,15,849","$20,632","$8,595",$0,$0,Yes,Yes,"47,991","2,390","17,968","7,183","81,831","50,683","18,015","24,420","1,469","85,194",Yes,40,"7,385",0,"2,064",52
Rio Grande City Public Library,"14,521",10-01-2018,9/30/2019,Rio Grande City,9564874389,"$2,16,208","$18,000","$8,000",$0,$0,Yes,Yes,"17,800",200,"21,466","3,304","43,594","29,609","7,600","7,000",625,"12,875",Yes,18,"7,300",0,"2,403",49
Pottsboro Area Public Library,"3,722",10-01-2018,9/30/2019,Pottsboro,9037868274,"$17,478","$1,422","$1,000",$0,$0,Yes,Yes,"6,302",429,"22,606","4,567","34,654","9,188","1,957","3,938","1,801","7,803",Yes,10,"2,889",0,"1,352",52
East Parker County Library,"15,463",10-01-2018,9/30/2019,Aledo,8174416545,"$37,185","$2,369","$3,000",$0,$0,Yes,Yes,"20,152","1,064","15,855","6,815","46,098","21,500","4,973","10,542","2,616","37,138",Yes,6,"1,282",0,"1,788",50
Benbrook Public Library,"23,566",10-01-2018,9/30/2019,Benbrook,8172496632,"$7,89,777","$61,556","$41,271","$51,367","$51,367",Yes,Yes,"38,510",991,"3,55,169","85,374","5,02,206","1,08,294","14,877","81,350","17,854","2,22,987",Yes,37,"18,141","24,194","3,133",52
Bridge City Public Library,"7,981",10-01-2018,9/30/2019,Bridge City,4097354242,"$1,13,016","$12,424",$979,$0,$0,Yes,Yes,"14,033",358,"70,891","23,333","1,10,340","15,279","4,526","6,193","2,384","11,399",Yes,16,"2,165","1,920","1,705",46
Caprock Public Library,"1,516",10-01-2018,9/30/2019,Quitaque,8064551225,"$29,139","$7,341",$0,$0,$0,Yes,Yes,"8,233",391,"5,544","1,389","16,635","3,184",211,"1,249",91,"2,170",Yes,4,519,"1,123","1,931",52
Lumberton Public Library,"20,521",10-01-2018,9/30/2019,Lumberton,4097557400,"$1,70,524","$18,878","$3,000",$0,$0,Yes,Yes,"23,181",777,"17,099","2,035","46,565","49,155","12,903","29,564","3,524","59,097",Yes,7,"5,641","7,041","2,095",52
Tri-County Library,"3,705",10-01-2018,9/30/2019,Mabank,9038879622,"$22,671","$18,300","$2,592",$0,$0,Yes,Yes,"16,114",435,"22,717","3,976","43,929","21,382","8,173","13,674","3,558","22,767",Yes,12,"9,247",0,"1,568",49
Jonestown Community Library,"2,083",10-01-2018,9/30/2019,Jonestown,5122677511,"$1,22,768","$5,838","$1,500",$0,$0,Yes,Yes,"8,925",374,662,226,"11,607","10,042",973,"5,218",810,"8,718",Yes,8,767,0,"2,662",52
Rhome Community Library,"6,464",10-01-2018,9/30/2019,Rhome,8176362767,"$12,120","$1,224","$1,040",$0,$0,Yes,Yes,"10,665",106,"9,088",477,"21,640","4,224",693,"2,521",258,"6,394",Yes,4,525,"1,314","1,440",50
Real County Public Library Leakey,"1,739",09-01-2018,8/31/2019,Leakey,8302325199,"$38,132","$2,547","$1,064",$0,$0,Yes,Yes,"18,442",878,"12,650","2,291","36,008","16,855","2,068","3,110",575,"5,990",Yes,11,"3,690","1,572","2,068",52
Celina Public Library,"14,456",10-01-2018,9/30/2019,Celina,9723828655,"$1,86,439","$20,659","$1,500",$0,$0,Yes,Yes,"17,072",233,"25,492","5,049","48,917","19,544","5,047","6,720","10,263","36,346",Yes,6,"2,094",0,"2,342",52
Converse Public Library,"27,742",10-01-2018,9/30/2019,Converse,2106594160,"$1,79,130","$14,638","$14,271",$0,$0,Yes,Yes,"22,133",398,"14,345","3,062","42,422","45,371","6,584","13,072","1,550","34,196",Yes,13,"12,822",0,"2,400",48
Marion Community Library,"11,834",10-01-2018,9/30/2019,Marion,8309142371,"$99,910","$4,480",$0,$0,$0,Yes,Yes,"16,156",395,77,0,"18,064","4,026","1,817","3,352",0,"4,152",Yes,17,478,0,"1,083",52
Cameron-J Jarvis Troup Municipal Library,"2,039",10-01-2018,9/30/2019,Troup,9038423101,"$47,635","$7,009","$1,500",$0,$0,Yes,Yes,"14,117",129,"27,015","5,386","47,802","6,320","2,317","6,964","1,424","11,504",Yes,8,"1,186","25,228",956,45
Cockrell Hill Public Library,"4,204",10-01-2018,9/30/2019,Cockrell Hill-Dallas,2143309935,"$49,312","$4,992",$0,$0,$0,Yes,Yes,"8,376",0,0,0,"9,093","5,400",974,"1,590",0,"3,682",Yes,12,"2,239",0,"1,738",51
East Travis Gateway Library District,"24,041",01-01-2019,12/31/2019,Del Valle,5122431981,"$2,09,857","$50,205","$3,075",$0,$0,Yes,Yes,"18,036",54,"9,243","3,379","33,269","15,302","8,275","5,656",170,"7,212",Yes,20,"8,341",0,"2,808",52
Garfield Library,,,,Del Valle,5122477371,,,,,,,,,,,,,,,,,,,,,,"2,845",52
Melissa Public Library,"10,199",10-01-2018,9/30/2019,Melissa,9728374540,"$2,33,460","$14,924",$0,$0,$0,Yes,Yes,"16,772",700,0,0,"22,769","30,909","4,026","35,528",0,"55,344",Yes,13,"3,145",0,"2,312",52
Shiner Public Library,"2,169",05-01-2018,4/30/2019,Shiner,3615943044,"$1,00,468","$10,770",$0,$0,$0,Yes,Yes,"15,750",667,0,0,"17,682","15,378","4,206","13,490",0,"24,510",Yes,4,"4,217",0,"2,191",52
La Joya Municipal Library,"6,610",10-01-2018,9/30/2019,La Joya,9565814533,"$63,649","$5,231",$0,$0,$0,Yes,Yes,"33,540",730,"10,434","10,339","56,009","10,682",120,"5,550",80,"8,305",Yes,26,"6,337",0,"2,451",52
Kennedale Public Library,"8,543",10-01-2018,9/30/2019,Kennedale,8179852136,"$1,93,730","$23,500","$3,000",$0,$0,Yes,Yes,"16,097",361,"1,000",50,"18,696","34,103","6,182","7,370","3,688","23,715",Yes,8,"3,576",0,"2,288",52
Frisco Public Library,"1,88,170",10-01-2018,9/30/2019,Frisco,9722925669,"$34,35,701","$4,20,670","$3,02,693",$0,$0,Yes,Yes,"1,65,078","3,120","37,429","7,212","2,37,642","6,56,990","1,00,035","6,21,377","2,20,744","26,58,083",Yes,78,"75,890","5,39,955","3,490",52
JR Huffman Public Library,"9,781",01-01-2019,12/31/2019,Hemphill,4097874829,"$41,537","$7,168",$0,$0,$0,Yes,Yes,"22,474",563,0,0,"24,871","14,000","2,990","12,722",0,"14,778",Yes,9,"2,500",0,"1,596",52
Lillie Russell Memorial Library,"6,149",01-01-2019,12/31/2019,Lindale,9038821900,"$94,167","$11,830","$1,493",$0,$0,Yes,Yes,"52,250","2,001",0,0,"56,607","89,567","27,012","76,559",0,"1,35,324",Yes,10,"8,803",0,"1,800",50
Joe A Hall High School and Community Library,"10,852",01-01-2019,12/31/2019,Venus,9723668353,"$1,01,095","$16,468","$1,500",$0,$0,Yes,Yes,"18,221",0,"26,848","5,317","51,456","3,714",911,"2,390",59,"4,218",Yes,20,814,0,793,40
Clint ISD Public Library,"43,583",09-01-2018,8/31/2019,Clint-El Paso,9159268017,"$1,17,914","$2,900","$1,581",$0,$0,Yes,Yes,"17,362",160,155,15,"18,069","9,188","2,588","9,050",115,"10,390",Yes,34,"7,900",0,"1,680",46
Joshua School & Public Library,"26,938",09-01-2018,8/31/2019,Joshua,8172022547,"$1,75,683","$9,616","$3,000",$0,$0,Yes,Yes,"35,415",488,"13,674","7,769","58,503","50,361","4,488","11,192","2,526","19,321",Yes,18,"26,832","2,309","2,510",51
